,my_x,my_y,my_az,enemy_x,enemy_y,u,v,theta,sin_theta,est_enemy_u,est_enemy_v,est_enemy_theta,est_enemy_sin_theta,est_enemy_x,est_enemy_y,diff_enemy_x,diff_enemy_y,diff_enemy_u,diff_enemy_v,diff_enemy_theta,diff_enemy_sin_theta
714,0.043627,-0.548350,25.826070,1.180188,0.018062,-0.014707,1.269794,0.663576,0.011581,0.049083,1.289322,-2.180141,-0.038041,1.225555,-0.030850,0.045367,0.048912,0.063790,0.019528,2.843717,0.049622
715,0.043614,-0.548353,25.845324,1.152279,0.018147,-0.026520,1.244732,1.220569,0.021301,0.033921,1.276953,-1.521653,-0.026555,1.207627,-0.022202,0.055348,0.040349,0.060441,0.032221,2.742222,0.047856
716,0.043607,-0.548355,25.857384,1.134793,0.018203,-0.033934,1.229034,1.581544,0.027600,0.025841,1.241389,-1.192490,-0.020811,1.171981,-0.030198,0.037188,0.048401,0.059775,0.012355,2.774034,0.048411
717,0.043592,-0.548359,25.880179,1.101739,0.018315,-0.047970,1.199372,2.290397,0.039964,0.011366,1.218893,-0.534271,-0.009325,1.145202,-0.026550,0.043463,0.044865,0.059336,0.019521,2.824668,0.049289
718,0.043585,-0.548361,25.889872,1.087708,0.018367,-0.053940,1.186787,2.602307,0.045403,0.004326,1.207989,-0.205193,-0.003581,1.132223,-0.024793,0.044515,0.043160,0.058266,0.021202,2.807500,0.048984
719,0.043574,-0.548364,25.907212,1.062791,0.018464,-0.064552,1.164444,3.173002,0.055351,-0.007547,1.166514,0.370683,0.006470,1.089559,-0.031908,0.026768,0.050372,0.057005,0.002070,2.802319,0.048881
720,0.043561,-0.548367,25.926160,1.035585,0.018579,-0.076162,1.140061,3.821993,0.066657,-0.015656,1.146972,0.782042,0.013649,1.068255,-0.032816,0.032670,0.051395,0.060506,0.006911,3.039951,0.053008
721,0.043547,-0.548371,25.948299,1.003797,0.018719,-0.089754,1.111582,4.616311,0.080483,-0.025542,1.146972,1.275729,0.022264,1.063716,-0.023534,0.059919,0.042253,0.064212,0.035390,3.340582,0.058219
722,0.043537,-0.548373,25.962279,0.983751,0.018814,-0.098342,1.093633,5.138331,0.089561,-0.036777,1.137479,1.851819,0.032315,1.050125,-0.017343,0.066374,0.036157,0.061565,0.043846,3.286512,0.057246
723,0.043524,-0.548377,25.982596,0.954852,0.018958,-0.110742,1.067766,5.921178,0.103160,-0.049090,1.084050,2.592789,0.045237,0.996500,-0.029329,0.041648,0.048287,0.061652,0.016284,3.328389,0.057923
724,0.043512,-0.548380,26.000860,0.928886,0.019101,-0.121910,1.044538,6.657005,0.115925,-0.052952,1.067455,2.839870,0.049545,0.979713,-0.032832,0.050827,0.051933,0.068958,0.022917,3.817135,0.066380
725,0.043503,-0.548382,26.013706,0.910621,0.019202,-0.129776,1.028204,7.193598,0.125222,-0.063809,1.043561,3.499022,0.061032,0.953354,-0.033346,0.042733,0.052548,0.065967,0.015357,3.694576,0.064190
726,0.043489,-0.548386,26.035931,0.879050,0.019387,-0.143398,0.999983,8.160613,0.141948,-0.076616,1.013372,4.323626,0.075390,0.920394,-0.034741,0.041344,0.054128,0.066782,0.013389,3.836987,0.066558
727,0.043476,-0.548390,26.055743,0.851157,0.019561,-0.155458,0.975064,9.058656,0.157446,-0.097861,1.035844,5.396979,0.094056,0.931059,-0.005485,0.079902,0.025046,0.057597,0.060780,3.661677,0.063390
728,0.043467,-0.548392,26.069039,0.832439,0.019688,-0.163570,0.958351,9.685812,0.168245,-0.107555,1.013372,6.058426,0.105543,0.906479,-0.006449,0.074040,0.026137,0.056015,0.055021,3.627386,0.062702
729,0.043456,-0.548395,26.085380,0.809430,0.019845,-0.173553,0.937813,10.484597,0.181971,-0.111589,0.971114,6.555038,0.114158,0.866585,-0.021164,0.057155,0.041009,0.061964,0.033301,3.929559,0.067813
730,0.043449,-0.548397,26.095701,0.794899,0.019946,-0.179865,0.924846,11.005552,0.190904,-0.123257,0.951123,7.383845,0.128516,0.843398,-0.019333,0.048499,0.039279,0.056608,0.026277,3.621707,0.062388
731,0.043429,-0.548403,26.125138,0.753205,0.020253,-0.198021,0.887659,12.575757,0.217730,-0.137267,0.931769,8.380485,0.145746,0.819560,-0.014871,0.066355,0.035124,0.060754,0.044110,4.195272,0.071984
732,0.043416,-0.548406,26.145723,0.725002,0.020484,-0.210334,0.862528,13.704551,0.236915,-0.148081,0.912974,9.212960,0.160104,0.797718,-0.013170,0.072716,0.033654,0.062253,0.050446,4.491591,0.076811
733,0.043408,-0.548409,26.158280,0.707494,0.020629,-0.217993,0.846932,14.434132,0.249267,-0.160128,0.888660,10.214543,0.177335,0.770458,-0.012914,0.062964,0.033543,0.057865,0.041728,4.219589,0.071932
734,0.043396,-0.548412,26.175715,0.683189,0.020834,-0.228638,0.825288,15.484883,0.266984,-0.168961,0.865069,11.051599,0.191693,0.745215,-0.015175,0.062026,0.036009,0.059677,0.039781,4.433284,0.075291
735,0.043389,-0.548414,26.186519,0.668166,0.020967,-0.235230,0.811916,16.157481,0.278278,-0.182549,0.836424,12.311738,0.213231,0.713406,-0.015491,0.045240,0.036458,0.052681,0.024508,3.845743,0.065047
736,0.043370,-0.548419,26.215404,0.628312,0.021335,-0.252752,0.776462,18.031014,0.309532,-0.188981,0.808569,13.155164,0.227589,0.685288,-0.021694,0.056976,0.043029,0.063771,0.032107,4.875850,0.081943
737,0.043358,-0.548422,26.232606,0.604560,0.021565,-0.263222,0.755346,19.212354,0.329070,-0.203481,0.781409,14.595789,0.251998,0.654346,-0.020503,0.049786,0.042068,0.059741,0.026063,4.616565,0.077072
738,0.043349,-0.548425,26.246395,0.585520,0.021753,-0.271627,0.738425,20.195908,0.345231,-0.209328,0.744518,15.703791,0.270664,0.618536,-0.031429,0.033016,0.053182,0.062299,0.006093,4.492117,0.074567
739,0.043336,-0.548429,26.265669,0.558996,0.022018,-0.283352,0.714861,21.622081,0.368483,-0.233137,0.754919,17.161940,0.295073,0.617140,-0.005286,0.058144,0.027304,0.050215,0.040058,4.460141,0.073410
740,0.043323,-0.548432,26.285537,0.531868,0.022313,-0.295379,0.690780,23.151674,0.393167,-0.228727,0.699314,18.111528,0.310868,0.569036,-0.033669,0.037168,0.055982,0.066652,0.008534,5.040146,0.082299
741,0.043309,-0.548436,26.306188,0.505713,0.022605,-0.306981,0.667584,24.694775,0.417784,-0.257322,0.699314,20.201809,0.345328,0.556164,-0.007849,0.050451,0.030454,0.049659,0.031730,4.492966,0.072456
742,0.043302,-0.548438,26.317359,0.496054,0.022718,-0.311233,0.659043,25.278986,0.427026,-0.261666,0.657557,21.699405,0.369737,0.516697,-0.022370,0.020643,0.045088,0.049567,0.001486,3.579581,0.057289
743,0.043283,-0.548444,26.345631,0.485767,0.022852,-0.315590,0.650057,25.895631,0.436733,-0.267584,0.648902,22.409510,0.381224,0.506036,-0.020680,0.020269,0.043532,0.048006,0.001155,3.486121,0.055509
744,0.043273,-0.548447,26.360726,0.488106,0.022815,-0.314345,0.652230,25.731926,0.434161,-0.260138,0.636443,22.231648,0.378352,0.498030,-0.032765,0.009924,0.055580,0.054207,0.015787,3.500278,0.055809
745,0.043264,-0.548449,26.374558,0.495399,0.022714,-0.310855,0.658804,25.260159,0.426729,-0.257838,0.636443,22.054012,0.375480,0.498918,-0.034718,0.003519,0.057432,0.053017,0.022361,3.206147,0.051249
746,0.043251,-0.548453,26.393408,0.513650,0.022510,-0.302340,0.675177,24.122523,0.408689,-0.256975,0.657557,21.345669,0.363994,0.518032,-0.025960,0.004382,0.048470,0.045365,0.017620,2.776854,0.044695
747,0.043243,-0.548455,26.406185,0.530033,0.022370,-0.294776,0.689864,23.136826,0.392928,-0.244422,0.680245,19.764119,0.338149,0.543812,-0.027008,0.013779,0.049378,0.050354,0.009619,3.372707,0.054779
748,0.043224,-0.548461,26.433660,0.566870,0.022138,-0.277836,0.722908,21.023340,0.358748,-0.224426,0.689688,18.024993,0.309432,0.560900,-0.040476,0.005970,0.062614,0.053410,0.033220,2.998347,0.049316
749,0.043214,-0.548464,26.448923,0.587336,0.022013,-0.268414,0.741260,19.905599,0.340471,-0.221583,0.729142,16.903815,0.290766,0.597345,-0.025314,0.010009,0.047327,0.046831,0.012118,3.001784,0.049705
750,0.043165,-0.548486,26.797908,0.617114,0.021833,-0.250306,0.769434,18.020331,0.309354,-0.217421,0.786788,15.447579,0.266357,0.647431,0.000303,0.030317,0.021530,0.032885,0.017354,2.572752,0.042997
751,0.042460,-0.548917,32.543408,0.645375,0.021682,-0.156675,0.815195,10.879191,0.188739,-0.177788,0.786788,12.733101,0.220410,0.610071,0.024199,0.035304,0.002517,0.021113,0.028407,1.853910,0.031671
752,0.041928,-0.549306,36.695077,0.663291,0.021590,-0.086460,0.839368,5.881103,0.102464,-0.076588,0.836424,5.231734,0.091184,0.666830,0.011915,0.003539,0.009675,0.009872,0.002944,0.649369,0.011280
753,0.041274,-0.549875,42.231967,0.687240,0.021471,0.011134,0.862313,-0.739751,-0.012911,0.021159,0.842086,-1.439358,-0.025119,0.679001,0.000453,0.008239,0.021018,0.010025,0.020227,0.699607,0.012208
754,0.040457,-0.550774,50.322672,0.722519,0.021298,0.159704,0.875768,-10.334799,-0.179400,0.130871,0.870905,-8.545869,-0.148601,0.697223,0.035964,0.025296,0.014666,0.028833,0.004863,1.788930,0.030799
755,0.040168,-0.551175,54.876866,0.743054,0.021210,0.245589,0.872559,-15.719718,-0.270932,0.250467,0.870905,-16.044919,-0.276391,0.746092,0.017051,0.003038,0.004159,0.004878,0.001654,0.325201,0.005459
756,0.039755,-0.551866,60.139454,0.766448,0.021113,0.344936,0.858724,-21.884571,-0.372738,0.395354,0.865069,-24.561351,-0.415667,0.813331,0.001513,0.046883,0.019600,0.050418,0.006345,2.676780,0.042929
757,-0.454023,0.338304,6.913417,0.945703,0.024082,0.480421,1.351726,-19.565888,-0.334891,0.657478,1.341559,-26.108772,-0.440077,0.956922,-0.152911,0.011219,0.176993,0.177057,0.010167,6.542884,0.105186
758,-0.438533,0.339977,5.425469,0.922035,0.024248,0.442957,1.324620,-18.490106,-0.317141,0.524836,1.355346,-21.168101,-0.361105,0.960365,-0.054359,0.038330,0.078607,0.081879,0.030726,2.677995,0.043964
759,-0.412055,0.341701,2.136689,0.891542,0.024465,0.365618,1.290863,-15.814006,-0.272515,0.486969,1.355346,-19.763107,-0.338132,0.960505,-0.094397,0.068963,0.118862,0.121351,0.064483,3.949101,0.065617
760,-0.373315,0.342762,0.579012,0.856716,0.024724,0.330452,1.226754,-15.075971,-0.260100,0.395255,1.314873,-16.730934,-0.287878,0.945485,-0.039185,0.088769,0.063909,0.064803,0.088119,1.654963,0.027778
761,-0.349966,0.342720,-0.627470,0.839286,0.024853,0.304824,1.192662,-14.336918,-0.247623,0.347007,1.241389,-15.617363,-0.269212,0.887548,-0.017861,0.048262,0.042714,0.042183,0.048727,1.280445,0.021589
762,-0.314808,0.342320,-0.907686,0.815601,0.025054,0.299319,1.135293,-14.769875,-0.254937,0.321272,1.241389,-14.509811,-0.250546,0.921335,0.001423,0.105734,0.023631,0.021953,0.106096,0.260064,0.004391
763,-0.265207,0.340622,-2.859775,0.786352,0.025304,0.262461,1.065981,-13.831986,-0.239076,0.316731,1.166514,-15.190697,-0.262032,0.884052,-0.033914,0.097700,0.059218,0.054270,0.100533,1.358711,0.022956
764,-0.211112,0.337708,-3.401133,0.757536,0.025558,0.254134,0.985461,-14.460573,-0.249714,0.275855,1.092562,-14.170157,-0.244802,0.863160,-0.002479,0.105624,0.028037,0.021721,0.107101,0.290416,0.004912
765,-0.171949,0.335372,-3.692561,0.734857,0.025760,0.250568,0.924863,-15.158953,-0.261498,0.262261,1.013372,-14.509811,-0.250546,0.822429,0.008392,0.087572,0.017368,0.011693,0.088509,0.649142,0.010952
766,-0.139108,0.332621,-6.308516,0.713165,0.025976,0.211139,0.880807,-13.480047,-0.233107,0.258249,0.951123,-15.190697,-0.262032,0.777878,-0.028575,0.064713,0.054551,0.047110,0.070316,1.710650,0.028925
767,-0.101408,0.327336,-9.099855,0.682919,0.026279,0.173222,0.822069,-11.899004,-0.206187,0.217632,0.912974,-13.407772,-0.231880,0.765656,-0.031949,0.082737,0.058228,0.044410,0.090905,1.508768,0.025693
768,-0.076695,0.323602,-7.328066,0.657359,0.026541,0.201006,0.765949,-14.704399,-0.253832,0.175529,0.865069,-11.470042,-0.198856,0.758919,0.039167,0.101560,0.012626,0.025477,0.099120,3.234357,0.054976
769,-0.059133,0.321935,-2.583135,0.632166,0.026802,0.263677,0.703898,-20.535725,-0.350791,0.192281,0.776057,-13.915751,-0.240495,0.707470,0.094873,0.075304,0.068071,0.071396,0.072159,6.619974,0.110296
770,-0.046275,0.322193,6.158890,0.600492,0.027162,0.362717,0.611381,-30.679594,-0.510237,0.260327,0.704190,-20.288479,-0.346747,0.681780,0.138918,0.081288,0.111756,0.102390,0.092809,10.391115,0.163490
771,-0.027869,0.325664,-2.547158,0.697499,0.026524,0.266608,0.737946,-19.863974,-0.339788,0.335680,0.684943,-26.108772,-0.440077,0.641479,-0.040124,0.056020,0.066648,0.069072,0.053003,6.244798,0.100289
772,-0.026787,0.325584,-9.120065,0.726237,0.026364,0.176080,0.790932,-12.550722,-0.217304,0.243544,0.760162,-17.764643,-0.305108,0.685163,-0.035370,0.041074,0.061734,0.067464,0.030770,5.213921,0.087804
773,-0.025905,0.325427,-14.686708,0.751146,0.026231,0.092412,0.827518,-6.372012,-0.110983,0.163352,0.836424,-11.050629,-0.191676,0.741775,-0.044649,0.009371,0.070880,0.070940,0.008906,4.678617,0.080693
774,-0.023260,0.324655,-17.538057,0.781368,0.026073,0.042237,0.857201,-2.820866,-0.049214,0.072181,0.644676,-6.388490,-0.111269,0.569699,0.061563,0.211669,0.035490,0.029944,0.212525,3.567624,0.062055
775,-0.021761,0.324172,-18.523783,0.804658,0.025955,0.020215,0.878347,-1.318423,-0.023009,0.025812,0.876781,-1.686253,-0.029426,0.801396,0.021146,0.003262,0.004809,0.005597,0.001566,0.367830,0.006417
776,-0.021051,0.323940,-18.943617,0.863034,0.025702,-0.004922,0.933021,0.302264,0.005275,0.004550,0.906820,-0.287462,-0.005017,0.835177,0.025249,0.027857,0.000453,0.009472,0.026201,0.589726,0.010292
777,-0.021048,0.323941,-18.928049,0.884022,0.025614,-0.011392,0.952901,0.684920,0.011954,-0.018576,0.957711,1.111158,0.019392,0.890902,0.030849,0.006880,0.005235,0.007184,0.004810,0.426238,0.007438
778,-0.021042,0.323942,-18.900693,0.921088,0.025471,-0.022805,0.988015,1.322258,0.023076,-0.030212,0.977934,1.769510,0.030879,0.913950,0.035744,0.007138,0.010273,0.007407,0.010081,0.447252,0.007803
779,-0.021038,0.323943,-18.880337,0.948491,0.025377,-0.031230,1.013979,1.764146,0.030785,-0.033733,0.998915,1.934131,0.033751,0.935047,0.032620,0.013444,0.007243,0.002503,0.015064,0.169985,0.002966
780,-0.021034,0.323944,-18.859571,0.976435,0.025284,-0.039806,1.040460,2.190934,0.038230,-0.040053,1.013372,2.263423,0.039494,0.950881,0.034275,0.025554,0.008991,0.000247,0.027088,0.072489,0.001264
781,-0.021031,0.323945,-18.846570,0.993941,0.025226,-0.045168,1.057053,2.446752,0.042691,-0.056461,1.075682,3.004619,0.052416,1.015220,0.029896,0.021279,0.004670,0.011293,0.018629,0.557867,0.009725
782,-0.021028,0.323946,-18.833179,1.011977,0.025170,-0.050688,1.074150,2.701725,0.047137,-0.057347,1.092562,3.004619,0.052416,1.031553,0.025529,0.019576,0.000359,0.006659,0.018412,0.302894,0.005279
783,-0.021024,0.323947,-18.812310,1.039939,0.025096,-0.059241,1.100657,3.080896,0.053746,-0.068423,1.119019,3.499022,0.061032,1.060282,0.027866,0.020343,0.002770,0.009182,0.018362,0.418126,0.007286
784,-0.021022,0.323947,-18.801672,1.054147,0.025058,-0.063580,1.114128,3.266136,0.056974,-0.070132,1.146972,3.499022,0.061032,1.087351,0.020675,0.033204,0.004383,0.006552,0.032844,0.232886,0.004058
785,-0.021017,0.323948,-18.779612,1.083597,0.024984,-0.072559,1.142054,3.635320,0.063406,-0.073012,1.166514,3.581447,0.062467,1.106901,0.017538,0.023304,0.007446,0.000453,0.024460,0.053873,0.000939
786,-0.021014,0.323949,-18.766501,1.101108,0.024940,-0.077887,1.158662,3.845740,0.067070,-0.087251,1.176575,4.241128,0.073954,1.121081,0.028044,0.019973,0.003104,0.009364,0.017913,0.395388,0.006884
787,-0.021008,0.323950,-18.734209,1.144103,0.024853,-0.090958,1.199445,4.336638,0.075616,-0.087655,1.230024,4.076158,0.071082,1.172001,0.011903,0.027898,0.012950,0.003303,0.030579,0.260480,0.004534
788,-0.021004,0.323951,-18.713312,1.171782,0.024799,-0.099348,1.225708,4.633879,0.080788,-0.100054,1.186836,4.818808,0.084005,1.135192,0.037939,0.036590,0.013140,0.000706,0.038872,0.184929,0.003217
789,-0.021001,0.323952,-18.700677,1.188515,0.024768,-0.104411,1.241587,4.806969,0.083799,-0.104653,1.241389,4.818808,0.084005,1.188404,0.025061,0.000111,0.000293,0.000242,0.000198,0.011839,0.000206
790,-0.020997,0.323953,-18.683489,1.211290,0.024726,-0.111292,1.263203,5.034945,0.087763,-0.112140,1.264846,5.066532,0.088312,1.213118,0.025003,0.001828,0.000277,0.000848,0.001643,0.031587,0.000549
791,-0.020993,0.323954,-18.660018,1.242307,0.024684,-0.120657,1.292645,5.332594,0.092937,-0.117656,1.264846,5.314351,0.092620,1.215009,0.030735,0.027298,0.006051,0.003001,0.027799,0.018243,0.000317
792,-0.020988,0.323955,-18.635350,1.274705,0.024638,-0.130407,1.323407,5.627680,0.098064,-0.126136,1.314873,5.479619,0.095492,1.265254,0.023318,0.009451,0.001320,0.004271,0.008534,0.148061,0.002572
793,-0.020983,0.323956,-18.611762,1.305696,0.024597,-0.139711,1.352839,5.896187,0.102726,-0.136514,1.341559,5.810293,0.101235,1.293985,0.025167,0.011711,0.000570,0.003197,0.011280,0.085894,0.001491
794,-0.020980,0.323956,-18.598993,1.322480,0.024577,-0.144743,1.368781,6.036363,0.105160,-0.147810,1.355346,6.223911,0.108414,1.310725,0.031769,0.011755,0.007192,0.003067,0.013435,0.187548,0.003254
795,-0.020976,0.323957,-18.579330,1.348210,0.024557,-0.152450,1.393223,6.244613,0.108773,-0.148268,1.341559,6.306673,0.109850,1.297906,0.037053,0.050304,0.012496,0.004182,0.051664,0.062060,0.001077
796,-0.020972,0.323958,-18.556371,1.378128,0.024526,-0.161381,1.421653,6.476303,0.112792,-0.158302,1.413644,6.389448,0.111286,1.369555,0.024156,0.008573,0.000370,0.003079,0.008009,0.086855,0.001506
797,-0.020968,0.323959,-18.535086,1.405864,0.024500,-0.169643,1.448015,6.682065,0.116360,-0.166020,1.444794,6.555038,0.114158,1.401659,0.022088,0.004205,0.002412,0.003623,0.003221,0.127027,0.002202
798,-0.020963,0.323960,-18.512216,1.435673,0.024480,-0.178508,1.476351,6.894267,0.120038,-0.176436,1.460899,6.886386,0.119901,1.420363,0.027421,0.015310,0.002941,0.002072,0.015452,0.007881,0.000137
799,-0.020961,0.323961,-18.500086,1.451384,0.024474,-0.183174,1.491288,7.002514,0.121913,-0.180593,1.477368,6.969259,0.121337,1.437365,0.026444,0.014019,0.001970,0.002581,0.013920,0.033255,0.000576
800,-0.020957,0.323962,-18.483504,1.466899,0.022108,-0.185415,1.506802,7.015077,0.122131,-0.184758,1.511435,6.969259,0.121337,1.471085,0.020016,0.004186,0.002092,0.000657,0.004633,0.045818,0.000794
801,-0.020954,0.323962,-18.468054,1.471375,0.016290,-0.180907,1.512938,6.818664,0.118727,-0.191420,1.511435,7.217965,0.125644,1.473280,0.026738,0.001905,0.010448,0.010513,0.001503,0.399301,0.006917
802,-0.020950,0.323963,-18.446189,1.473405,0.013560,-0.178380,1.515793,6.711746,0.116874,-0.202873,1.565489,7.383845,0.128516,1.528298,0.021070,0.054893,0.007510,0.024493,0.049696,0.672099,0.011642
803,-0.020946,0.323964,-18.426992,1.468263,0.012972,-0.175686,1.511156,6.631415,0.115482,-0.193651,1.529050,7.217965,0.125644,1.490918,0.024359,0.022655,0.011387,0.017965,0.017894,0.586550,0.010162
804,-0.020942,0.323965,-18.406398,1.456339,0.011495,-0.169975,1.500368,6.463399,0.112568,-0.186911,1.529050,6.969259,0.121337,1.488901,0.018509,0.032562,0.007014,0.016936,0.028682,0.505860,0.008769
805,-0.020937,0.323966,-18.380106,1.437589,0.008804,-0.160818,1.483497,6.186955,0.107773,-0.174293,1.460899,6.803528,0.118465,1.420393,0.028717,0.017196,0.019913,0.013475,0.022598,0.616573,0.010692
806,-0.020932,0.323968,-18.354918,1.412697,0.004161,-0.147917,1.461400,5.779549,0.100701,-0.166020,1.444794,6.555038,0.114158,1.402637,0.026572,0.010060,0.022411,0.018103,0.016606,0.775489,0.013457
807,-0.020927,0.323969,-18.332409,1.384711,-0.001626,-0.133044,1.436708,5.290703,0.092209,-0.173677,1.511435,6.555038,0.114158,1.468426,0.013441,0.083715,0.015067,0.040633,0.074727,1.264335,0.021949
808,-0.020924,0.323969,-18.317113,1.365595,-0.005568,-0.122910,1.419832,4.947556,0.086244,-0.153344,1.444794,6.058426,0.105543,1.398857,0.015479,0.033262,0.021047,0.030434,0.024962,1.110870,0.019299
809,-0.020920,0.323970,-18.296682,1.340245,-0.010833,-0.109444,1.397457,4.478073,0.078078,-0.144356,1.398581,5.892992,0.102671,1.352273,0.021961,0.012028,0.032794,0.034912,0.001124,1.414919,0.024593
810,-0.020916,0.323971,-18.275224,1.313590,-0.016371,-0.095301,1.373920,3.967940,0.069198,-0.124701,1.383850,5.149128,0.089748,1.332238,0.008432,0.018648,0.024803,0.029400,0.009930,1.181188,0.020550
811,-0.020912,0.323972,-18.253324,1.286370,-0.022025,-0.080879,1.349874,3.428820,0.059808,-0.121965,1.398581,4.983947,0.086877,1.345496,0.001738,0.059126,0.023763,0.041086,0.048707,1.555127,0.027069
812,-0.020907,0.323973,-18.228209,1.255323,-0.028462,-0.064459,1.322429,2.790548,0.048685,-0.104626,1.383850,4.323626,0.075390,1.326226,-0.009523,0.070903,0.018939,0.040167,0.061421,1.533078,0.026705
813,-0.020902,0.323974,-18.201443,1.222348,-0.035341,-0.047004,1.293278,2.081479,0.036321,-0.085042,1.328070,3.663879,0.063903,1.267281,-0.010074,0.044933,0.025267,0.038038,0.034792,1.582400,0.027582
814,-0.020897,0.323976,-18.174606,1.189271,-0.042238,-0.029524,1.264020,1.338046,0.023351,-0.072551,1.276953,3.251791,0.056724,1.214979,-0.005392,0.025708,0.036846,0.043027,0.012933,1.913745,0.033373
815,-0.020893,0.323977,-18.154880,1.164995,-0.047287,-0.016725,1.242533,0.771193,0.013459,-0.054147,1.276953,2.428096,0.042366,1.209362,-0.022453,0.044367,0.024834,0.037422,0.034420,1.656903,0.028907
816,-0.020890,0.323977,-18.138312,1.144781,-0.051510,-0.006059,1.224640,0.283477,0.004948,-0.040894,1.264846,1.851819,0.032315,1.193834,-0.030922,0.049053,0.020588,0.034835,0.040206,1.568342,0.027367
817,-0.020884,0.323979,-18.106096,1.105423,-0.059749,0.014696,1.189789,-0.707662,-0.012351,-0.028637,1.207989,1.358018,0.023700,1.136189,-0.024218,0.030766,0.035531,0.043333,0.018200,2.065680,0.036051
818,-0.020881,0.323979,-18.090854,1.086789,-0.063648,0.024506,1.173280,-1.196542,-0.020882,-0.009466,1.197306,0.452952,0.007905,1.120176,-0.038816,0.033387,0.024832,0.033972,0.024026,1.649494,0.028787
819,-0.020879,0.323980,-18.081014,1.074767,-0.066161,0.030829,1.162626,-1.518940,-0.026507,-0.002501,1.156649,0.123877,0.002162,1.079429,-0.032622,0.004662,0.033539,0.033330,0.005977,1.642817,0.028669
820,-0.020875,0.323981,-18.059696,1.048903,-0.071568,0.044422,1.139698,-2.232111,-0.038948,0.010435,1.119019,-0.534271,-0.009325,1.039780,-0.032845,0.009123,0.038723,0.033987,0.020679,1.697840,0.029623
821,-0.020872,0.323981,-18.044786,1.030842,-0.075364,0.053924,1.123686,-2.747421,-0.047933,0.022227,1.146972,-1.110206,-0.019376,1.062801,-0.052440,0.031959,0.022924,0.031697,0.023286,1.637215,0.028557
822,-0.020867,0.323983,-18.019957,1.000755,-0.081687,0.069734,1.097004,-3.637290,-0.063440,0.030593,1.092562,-1.603951,-0.027991,1.008639,-0.043092,0.007884,0.038595,0.039141,0.004442,2.033339,0.035449
823,-0.020861,0.323984,-17.988581,0.962755,-0.089658,0.089655,1.063279,-4.819730,-0.084021,0.043710,1.067455,-2.344804,-0.040913,0.980916,-0.047248,0.018161,0.042410,0.045945,0.004176,2.474926,0.043108
824,-0.020857,0.323985,-17.967273,0.937181,-0.095043,0.103064,1.040576,-5.656401,-0.098563,0.066787,1.092562,-3.498069,-0.061015,0.997822,-0.076572,0.060641,0.018471,0.036277,0.051986,2.158332,0.037548
825,-0.020855,0.323985,-17.953449,0.920575,-0.098546,0.111766,1.025832,-6.217966,-0.108311,0.067818,1.059362,-3.662926,-0.063887,0.966019,-0.067072,0.045444,0.031474,0.043948,0.033530,2.555040,0.044424
826,-0.020852,0.323986,-17.937162,0.901002,-0.102675,0.122016,1.008448,-6.898918,-0.120118,0.076234,1.028243,-4.240173,-0.073937,0.933935,-0.065215,0.032933,0.037460,0.045782,0.019795,2.658745,0.046181
827,-0.020849,0.323987,-17.923502,0.884579,-0.106138,0.130608,0.993856,-7.486627,-0.130295,0.089182,1.006094,-5.065576,-0.088296,0.908972,-0.070489,0.024393,0.035649,0.041426,0.012238,2.421051,0.041999
828,-0.020841,0.323989,-17.883438,0.836699,-0.116235,0.155619,0.951291,-9.290568,-0.161441,0.105296,1.006094,-5.974745,-0.104090,0.904307,-0.085173,0.067608,0.031062,0.050323,0.054803,3.315823,0.057351
829,-0.020839,0.323989,-17.871552,0.822540,-0.119233,0.163016,0.938701,-9.851776,-0.171100,0.124401,0.971114,-7.299938,-0.127064,0.865239,-0.092429,0.042699,0.026804,0.038615,0.032413,2.551838,0.044036
830,-0.020835,0.323990,-17.850206,0.797101,-0.124619,0.176292,0.916073,-10.893006,-0.188976,0.129861,0.938155,-7.880904,-0.137114,0.832352,-0.087192,0.035251,0.037427,0.046431,0.022082,3.012102,0.051862
831,-0.020832,0.323991,-17.831082,0.774300,-0.129443,0.188174,0.895783,-11.863411,-0.205579,0.142223,0.919182,-8.795525,-0.152909,0.810645,-0.092865,0.036345,0.036578,0.045951,0.023399,3.067886,0.052670
832,-0.020827,0.323992,-17.806353,0.745015,-0.135635,0.203414,0.869709,-13.164103,-0.227741,0.152490,0.906820,-9.545525,-0.165831,0.795921,-0.098500,0.050906,0.037135,0.050924,0.037111,3.618578,0.061910
833,-0.020823,0.323993,-17.782601,0.716948,-0.141601,0.218029,0.844717,-14.472685,-0.249918,0.169509,0.888660,-10.799271,-0.187369,0.773609,-0.108819,0.056661,0.032782,0.048520,0.043943,3.673414,0.062549
834,-0.020819,0.323994,-17.760453,0.690766,-0.147165,0.231643,0.821392,-15.749129,-0.271426,0.184608,0.876781,-11.890078,-0.206035,0.757863,-0.119268,0.067097,0.027897,0.047035,0.055389,3.859051,0.065391
835,-0.020815,0.323995,-17.740958,0.667722,-0.152057,0.243606,0.800853,-16.918884,-0.291018,0.197995,0.825194,-13.492359,-0.233316,0.704804,-0.116033,0.037082,0.036024,0.045611,0.024341,3.426525,0.057702
836,-0.020812,0.323995,-17.726209,0.650398,-0.155725,0.252581,0.785402,-17.827534,-0.306153,0.206702,0.808569,-14.339920,-0.247674,0.686434,-0.119077,0.036036,0.036648,0.045879,0.023167,3.487614,0.058479
