,Unnamed: 0,my_x,my_y,my_qx,my_qy,my_qz,my_qw,my_ax,my_ay,my_az,enemy_x,enemy_y,enemy_qx,enemy_qy,enemy_qz,enemy_qw,enemy_ax,enemy_ay,enemy_az,circle_x,circle_y,circle_r,u,v,theta,est_enemy_theta,est_enemy_v,est_enemy_u,est_dx,est_dy,est_enemy_x,est_enemy_y,diff_enemy_u,diff_enemy_v,diff_enemy_theta,diff_enemy_x,diff_enemy_y
1043,1521,-0.376199,0.194923,-0.001898,0.003369,0.490317,0.871536,-0.000255,0.443107,58.723274,0.443215,0.713121,0.001938,0.003343,-0.503205,0.864159,-0.000838,0.442860,-60.425022,620,72,18,0.431295,0.868305,-26.413984,-25.982702,0.836424,-0.407639,0.085851,0.926501,-0.290348,1.121424,0.838934,0.031881,0.431282,0.733563,0.408303
1044,1522,-0.373764,0.198736,-0.001813,0.003415,0.468359,0.883530,-0.000264,0.443084,55.856098,0.447627,0.705350,0.001939,0.003341,-0.503564,0.863950,-0.000824,0.442664,-60.472601,592,74,19,0.395459,0.880314,-24.190822,-23.633403,0.847780,-0.370975,0.168806,0.909866,-0.204958,1.108602,0.766434,0.032534,0.557419,0.652585,0.403252
1045,1523,-0.371743,0.201610,-0.001746,0.003450,0.451152,0.892439,-0.000270,0.443068,53.635687,0.448111,0.704506,0.001942,0.003340,-0.504221,0.863566,-0.000823,0.442763,-60.559814,560,75,20,0.362022,0.891069,-22.110858,-20.948490,0.853507,-0.326751,0.242939,0.881034,-0.128804,1.082644,0.688773,0.037562,1.162368,0.576915,0.378138
1046,1524,-0.369549,0.204483,-0.001678,0.003483,0.433350,0.901217,-0.000275,0.443052,51.361096,0.443937,0.711945,0.001951,0.003342,-0.505675,0.862716,-0.000850,0.443467,-60.752807,529,78,20,0.318547,0.904326,-19.404703,-18.347480,0.870905,-0.288825,0.318202,0.860607,-0.051347,1.065090,0.607372,0.033421,1.057223,0.495284,0.353145
1047,1525,-0.367889,0.206518,-0.001627,0.003509,0.420276,0.907388,-0.000232,0.443239,49.704478,0.434933,0.728100,0.001957,0.003342,-0.507085,0.861887,-0.000926,0.443744,-60.940221,496,82,17,0.275005,0.917030,-16.693270,-15.578663,0.894665,-0.249436,0.388357,0.843696,0.020468,1.050214,0.524441,0.022365,1.114607,0.414465,0.322114
1048,1526,-0.366601,0.208011,-0.001589,0.003526,0.410405,0.911895,-0.000250,0.443206,48.460928,0.422677,0.750195,0.001953,0.003329,-0.507684,0.861535,-0.000848,0.442346,-61.019904,462,82,18,0.231239,0.929221,-13.974328,-12.725943,0.894665,-0.202047,0.442047,0.803644,0.075446,1.011655,0.433286,0.034556,1.248385,0.347231,0.261460
1049,1527,-0.365843,0.208861,-0.001567,0.003536,0.404738,0.914425,-0.000254,0.443195,47.749757,0.412144,0.769252,0.001961,0.003341,-0.508006,0.861345,-0.000951,0.443948,-61.062732,429,85,18,0.199088,0.937905,-11.984213,-9.957126,0.912974,-0.160278,0.495216,0.783563,0.129373,0.992424,0.359366,0.024931,2.027087,0.282771,0.223172
1050,1528,-0.365244,0.209518,-0.001552,0.003543,0.400466,0.916304,-0.000335,0.443283,47.214958,0.393790,0.802466,0.001956,0.003331,-0.508069,0.861308,-0.000877,0.442591,-61.071115,402,85,18,0.154301,0.950742,-9.218443,-7.691731,0.912974,-0.123305,0.529643,0.753793,0.164399,0.963311,0.277606,0.037768,1.526712,0.229391,0.160845
1051,1529,-0.365232,0.209535,-0.001553,0.003546,0.400504,0.916287,-0.000312,0.443575,47.219765,0.383618,0.820874,0.001960,0.003340,-0.508045,0.861322,-0.000978,0.443772,-61.067916,371,85,18,0.134415,0.957311,-7.992581,-5.090721,0.912974,-0.081332,0.560386,0.725330,0.195154,0.934865,0.215747,0.044337,2.901860,0.188464,0.113991
1052,1530,-0.365225,0.209544,-0.001554,0.003546,0.400612,0.916240,-0.000341,0.443630,47.233232,0.371643,0.842525,0.001959,0.003335,-0.508022,0.861336,-0.000777,0.443199,-61.064789,357,88,18,0.111148,0.965031,-6.570144,-3.916071,0.931769,-0.063784,0.585860,0.727345,0.220635,0.936889,0.174932,0.033262,2.654073,0.151008,0.094364
1053,1531,-0.365220,0.209549,-0.001554,0.003546,0.400674,0.916213,-0.000346,0.443643,47.241012,0.364794,0.854928,0.001963,0.003343,-0.508149,0.861261,-0.000945,0.444235,-61.081686,340,91,17,0.097830,0.969466,-5.762276,-2.489711,0.951123,-0.041356,0.615368,0.726407,0.250148,0.935956,0.139186,0.018343,3.272565,0.114646,0.081028
1054,1532,-0.365210,0.209561,-0.001555,0.003546,0.400821,0.916148,-0.000349,0.443663,47.259365,0.348635,0.884194,0.001956,0.003330,-0.508220,0.861218,-0.000908,0.442566,-61.091216,326,92,17,0.066411,0.979946,-3.877025,-1.315062,0.957711,-0.021985,0.633833,0.718296,0.268623,0.927857,0.088396,0.022235,2.561963,0.080012,0.043663
1055,1533,-0.365201,0.209571,-0.001555,0.003546,0.400945,0.916094,-0.000364,0.443676,47.274889,0.334969,0.908947,0.001960,0.003338,-0.508206,0.861227,-0.001012,0.443587,-61.089315,308,90,17,0.039843,0.988826,-2.307394,0.195202,0.944605,0.003218,0.643261,0.691740,0.278060,0.901311,0.036625,0.044221,2.502596,0.056909,0.007636
1056,1534,-0.365194,0.209580,-0.001556,0.003545,0.401054,0.916046,-0.000365,0.443676,47.288492,0.322985,0.930629,0.001959,0.003335,-0.508178,0.861243,-0.000888,0.443272,-61.085651,288,90,18,0.016566,0.996608,-0.952320,1.873273,0.944605,0.030895,0.663433,0.673119,0.298239,0.882699,0.014329,0.052003,2.825593,0.024746,0.047930
1057,1535,-0.365186,0.209589,-0.001556,0.003545,0.401168,0.915997,-0.000365,0.443675,47.302745,0.310491,0.953277,0.001961,0.003340,-0.508336,0.861150,-0.001014,0.443822,-61.106594,272,93,18,-0.007726,1.004764,0.440570,3.215729,0.964374,0.054182,0.693787,0.672021,0.328601,0.881610,0.061908,0.040390,2.775159,0.018110,0.071667
1058,1536,-0.365113,0.209662,-0.001559,0.003548,0.402059,0.915606,-0.000062,0.444070,47.414312,0.301694,0.969224,0.001957,0.003331,-0.508378,0.861125,-0.000949,0.442729,-61.112212,255,94,17,-0.023042,1.010463,1.306323,4.642090,0.971114,0.078852,0.715201,0.661640,0.350088,0.871302,0.101894,0.039349,3.335767,0.048394,0.097922
1059,1537,-0.365110,0.209668,-0.001559,0.003543,0.402137,0.915571,-0.000322,0.443570,47.424116,0.293486,0.984105,0.001957,0.003330,-0.508390,0.861118,-0.000902,0.442596,-61.113831,244,97,14,-0.038980,1.015865,2.197410,5.565029,0.991831,0.096639,0.742202,0.664984,0.377092,0.874652,0.135619,0.024034,3.367619,0.083606,0.109453
1060,1538,-0.365102,0.209677,-0.001560,0.003542,0.402245,0.915524,-0.000346,0.443525,47.437595,0.279936,1.008663,0.001963,0.003342,-0.508356,0.861138,-0.000967,0.444101,-61.109303,229,97,17,-0.065331,1.024785,3.647746,6.823582,0.991831,0.118683,0.758282,0.650248,0.393180,0.859925,0.184014,0.032954,3.175836,0.113244,0.148738
1061,1539,-0.365093,0.209688,-0.001560,0.003542,0.402385,0.915462,-0.000361,0.443522,47.455092,0.262363,1.040518,0.001963,0.003341,-0.508482,0.861064,-0.000996,0.443985,-61.126116,217,100,15,-0.099504,1.036378,5.484226,7.830424,1.013372,0.139363,0.787885,0.652367,0.422792,0.862055,0.238867,0.023006,2.346198,0.160429,0.178463
1062,1540,-0.365085,0.209697,-0.001561,0.003542,0.402496,0.915413,-0.000371,0.443517,47.469030,0.248271,1.066086,0.001957,0.003329,-0.508543,0.861028,-0.000910,0.442559,-61.134230,196,96,15,-0.126920,1.045705,6.920281,9.592399,0.984839,0.166439,0.788390,0.613229,0.423305,0.822926,0.293359,0.060866,2.672118,0.175034,0.243160
1063,1541,-0.365080,0.209702,-0.001561,0.003542,0.402561,0.915385,-0.000377,0.443513,47.477097,0.240062,1.080981,0.001958,0.003331,-0.508544,0.861028,-0.000928,0.442817,-61.134233,180,103,13,-0.142890,1.051145,7.741206,10.934855,1.035844,0.200126,0.847605,0.628163,0.482525,0.837865,0.343016,0.015301,3.193649,0.242463,0.243116
1064,1542,-0.365072,0.209712,-0.001562,0.003541,0.402679,0.915333,-0.000384,0.443503,47.491866,0.224946,1.108391,0.001963,0.003340,-0.508505,0.861051,-0.000917,0.443930,-61.129070,167,101,16,-0.172282,1.061162,9.221665,12.025601,1.020754,0.217445,0.850014,0.605554,0.484942,0.815266,0.389727,0.040408,2.803936,0.259996,0.293125
1065,1543,-0.365066,0.209719,-0.001562,0.003541,0.402767,0.915294,-0.000387,0.443492,47.502921,0.213665,1.128865,0.001964,0.003342,-0.508633,0.860975,-0.000986,0.444157,-61.146120,147,102,12,-0.194226,1.068660,10.300923,13.703672,1.028243,0.250728,0.879497,0.588755,0.514431,0.798474,0.444954,0.040417,3.402749,0.300766,0.330391
1066,1544,-0.365064,0.209722,-0.001562,0.003541,0.402804,0.915278,-0.000387,0.443486,47.507612,0.208856,1.137600,0.001961,0.003338,-0.508658,0.860960,-0.001061,0.443655,-61.149448,138,102,16,-0.203585,1.071865,10.754371,14.458804,1.028243,0.265133,0.890071,0.579097,0.525007,0.788819,0.468718,0.043622,3.704433,0.316151,0.348781
1067,1545,-0.365051,0.209738,-0.001565,0.003540,0.402997,0.915193,-0.000651,0.443468,47.531753,0.194764,1.163191,0.001958,0.003329,-0.508704,0.860933,-0.000899,0.442557,-61.155597,127,102,15,-0.230805,1.081293,12.049142,15.381743,1.028243,0.282873,0.902912,0.567495,0.537861,0.777233,0.513678,0.053050,3.332601,0.343097,0.385958
1068,1546,-0.364997,0.209795,-0.001568,0.003541,0.403705,0.914881,-0.000548,0.443739,47.620365,0.183895,1.182926,0.001962,0.003338,-0.508683,0.860945,-0.001005,0.443731,-61.152787,114,103,15,-0.250465,1.088822,12.954577,16.472489,1.035844,0.306290,0.924455,0.558721,0.559458,0.768516,0.556755,0.052978,3.517912,0.375563,0.414410
1069,1547,-0.364992,0.209801,-0.001567,0.003539,0.403777,0.914849,-0.000499,0.443563,47.629339,0.173264,1.202212,0.001961,0.003335,-0.508659,0.860959,-0.000905,0.443390,-61.149582,103,107,15,-0.271146,1.095937,13.896494,17.395428,1.067455,0.334426,0.966458,0.563258,0.601466,0.773059,0.605572,0.028482,3.498934,0.428202,0.429153
1070,1548,-0.364986,0.209807,-0.001567,0.003539,0.403856,0.914814,-0.000516,0.443536,47.639343,0.161155,1.224217,0.001963,0.003339,-0.508812,0.860869,-0.001006,0.443872,-61.169943,90,106,16,-0.294729,1.104077,14.946377,18.486174,1.059362,0.354173,0.975498,0.544141,0.610512,0.753948,0.648902,0.044715,3.539797,0.449357,0.470269
1071,1549,-0.364973,0.209828,-0.001561,0.003532,0.404117,0.914699,-0.000085,0.442477,47.671976,0.153340,1.238422,0.001959,0.003331,-0.508852,0.860845,-0.000976,0.442865,-61.175285,74,110,13,-0.309439,1.109460,15.584290,19.828630,1.092562,0.393963,1.026961,0.542448,0.661988,0.752276,0.703402,0.016898,4.244340,0.508648,0.486146
1072,1550,-0.365565,0.209197,-0.001650,0.003484,0.424671,0.905340,-0.001616,0.441748,50.260016,0.126802,1.286649,0.001965,0.003341,-0.508829,0.860859,-0.000940,0.444188,-61.172298,71,109,14,-0.310213,1.143283,15.180840,20.080341,1.084050,0.396284,0.997762,0.580238,0.632197,0.789435,0.706497,0.059233,4.899501,0.505395,0.497214
1073,1551,-0.366600,0.207869,-0.001753,0.003439,0.449642,0.893201,-0.002186,0.442321,53.441810,0.117449,1.303645,0.001968,0.003344,-0.508964,0.860779,-0.000947,0.444655,-61.190191,74,113,13,-0.263873,1.168503,12.725185,19.828630,1.119019,0.403504,0.990647,0.658513,0.624047,0.866382,0.667377,0.049484,7.103445,0.506598,0.437263
1074,1552,-0.367142,0.207069,-0.001862,0.003389,0.478754,0.877941,-0.001434,0.443095,57.208565,0.108923,1.319156,0.001963,0.003337,-0.508992,0.860762,-0.001059,0.443651,-61.193965,105,116,11,-0.202084,1.192702,9.616515,17.227621,1.146972,0.355653,0.920159,0.771584,0.553017,0.978653,0.557737,0.045730,7.611106,0.444094,0.340503
1075,1553,-0.367417,0.206583,-0.001968,0.003324,0.506804,0.862052,-0.001390,0.442721,60.902909,0.100148,1.335121,0.001959,0.003329,-0.509031,0.860740,-0.000926,0.442631,-61.199116,161,118,14,-0.140241,1.213486,6.592357,12.529022,1.166514,0.259230,0.793780,0.893235,0.426363,1.099818,0.399471,0.046972,5.936665,0.326215,0.235303
1076,1554,-0.367456,0.206508,-0.001986,0.003315,0.511663,0.859177,-0.001195,0.442860,61.549879,0.087136,1.358794,0.001961,0.003333,-0.509028,0.860741,-0.000977,0.443205,-61.198708,204,120,13,-0.149250,1.229692,6.920234,8.921170,1.186836,0.186303,0.729205,0.954751,0.361749,1.161259,0.335553,0.042856,2.000936,0.274613,0.197535
1077,1555,-0.367457,0.206509,-0.001985,0.003317,0.511468,0.859294,-0.001044,0.442915,61.523846,0.077117,1.377012,0.001966,0.003341,-0.508998,0.860759,-0.000943,0.444205,-61.194754,196,121,12,-0.167300,1.240860,7.678651,9.592399,1.197306,0.202346,0.748732,0.955974,0.381275,1.162483,0.369646,0.043554,1.913748,0.304158,0.214529
1078,1556,-0.367457,0.206509,-0.001984,0.003318,0.511339,0.859371,-0.000956,0.442950,61.506586,0.070518,1.389007,0.001968,0.003338,-0.509019,0.860747,-0.000568,0.444028,-61.197501,184,125,12,-0.179196,1.248204,8.169733,10.599241,1.241389,0.232303,0.796378,0.980200,0.428921,1.186709,0.411499,0.006815,2.429508,0.358403,0.202298
1079,1557,-0.367456,0.206515,-0.001981,0.003320,0.510940,0.859608,-0.000791,0.442998,61.453432,0.050121,1.426150,0.001960,0.003328,-0.509209,0.860634,-0.000924,0.442620,-61.222867,172,126,13,-0.216019,1.270911,9.646458,11.606083,1.252994,0.257341,0.824828,0.977690,0.457372,1.184205,0.473360,0.017917,1.959625,0.407251,0.241945
1080,1558,-0.367456,0.206519,-0.001980,0.003320,0.510731,0.859732,-0.000761,0.443012,61.425515,0.039289,1.445879,0.001961,0.003331,-0.509211,0.860633,-0.000939,0.442923,-61.223121,164,124,11,-0.235585,1.282948,10.405190,12.277312,1.230024,0.267678,0.823396,0.952171,0.455940,1.158690,0.503263,0.052924,1.872122,0.416651,0.287189
1081,1559,-0.367456,0.206521,-0.001980,0.003321,0.510628,0.859793,-0.000751,0.443016,61.411897,0.033983,1.455539,0.001964,0.003337,-0.509195,0.860642,-0.001000,0.443743,-61.220985,154,127,12,-0.245171,1.288833,10.770506,13.116347,1.264846,0.294719,0.864029,0.969613,0.496573,1.176134,0.539890,0.023987,2.345841,0.462590,0.279405
1082,1560,-0.367455,0.206526,-0.001979,0.003321,0.510359,0.859953,-0.000737,0.443017,61.375967,0.020039,1.480914,0.001971,0.003338,-0.509223,0.860626,-0.000470,0.444234,-61.224635,143,130,13,-0.270373,1.304268,11.711467,14.039286,1.301959,0.325563,0.909490,0.986872,0.542035,1.193398,0.595936,0.002309,2.327819,0.521996,0.287516
1083,1561,-0.367453,0.206533,-0.001977,0.003322,0.510044,0.860139,-0.000726,0.443020,61.334076,0.008394,1.504389,0.002021,0.003469,-0.505215,0.862984,-0.000927,0.460064,-60.691839,130,128,11,-0.292804,1.319074,12.515400,15.130032,1.276953,0.345267,0.915504,0.954814,0.548051,1.161347,0.638071,0.042121,2.614632,0.539657,0.343042
1084,1562,-0.367452,0.206539,-0.001976,0.003323,0.509757,0.860310,-0.000719,0.443023,61.295826,0.010329,1.508655,0.001874,0.003375,-0.487799,0.872948,-0.001175,0.442349,-58.392474,128,128,13,-0.294034,1.323544,12.525222,15.297839,1.276953,0.349283,0.919665,0.952274,0.552213,1.158813,0.643317,0.046591,2.772617,0.541884,0.349842
1085,1563,-0.367451,0.206544,-0.001975,0.003323,0.509570,0.860420,-0.000716,0.443026,61.270901,0.011830,1.506222,0.001870,0.003377,-0.486787,0.873512,-0.001212,0.442392,-58.259732,127,131,13,-0.292122,1.321999,12.460434,15.381743,1.314873,0.361726,0.949216,0.979145,0.581765,1.185689,0.653848,0.007126,2.921309,0.569935,0.320533
1086,1564,-0.367450,0.206549,-0.001974,0.003324,0.509324,0.860566,-0.000713,0.443029,61.238127,0.016891,1.498072,0.001864,0.003384,-0.484894,0.874564,-0.001213,0.442709,-58.011570,131,129,12,-0.284519,1.317118,12.189530,15.046129,1.289322,0.346585,0.924210,0.963488,0.556760,1.170037,0.631104,0.027796,2.856599,0.539869,0.328035
1087,1565,-0.367449,0.206554,-0.001974,0.003324,0.509131,0.860680,-0.000712,0.443031,61.212483,0.022157,1.489585,0.001850,0.003371,-0.482377,0.875955,-0.000660,0.440598,-57.682048,131,129,13,-0.276405,1.312083,11.896046,15.046129,1.289322,0.346585,0.924641,0.963074,0.557192,1.169628,0.622990,0.022761,3.150083,0.535035,0.319957
1088,1566,-0.367448,0.206559,-0.001973,0.003325,0.508896,0.860819,-0.000710,0.443035,61.181151,0.029401,1.478262,0.001841,0.003385,-0.479448,0.877562,-0.000856,0.441476,-57.299191,138,127,5,-0.265316,1.305498,11.487739,14.458804,1.264846,0.326141,0.895457,0.950979,0.528009,1.157538,0.591457,0.040652,2.971065,0.498608,0.320724
1089,1567,-0.367446,0.206565,-0.001972,0.003326,0.508670,0.860953,-0.000709,0.443038,61.151010,0.039050,1.463321,0.001834,0.003391,-0.477455,0.878648,-0.000911,0.441809,-57.039047,140,128,13,-0.250341,1.296921,10.925260,14.290997,1.276953,0.325278,0.901042,0.961529,0.533596,1.168094,0.575619,0.019968,3.365737,0.494546,0.295227
1090,1568,-0.367445,0.206570,-0.001971,0.003326,0.508452,0.861082,-0.000709,0.443041,61.122066,0.051268,1.444533,0.001838,0.003407,-0.476793,0.879007,-0.001064,0.443587,-56.952837,148,128,12,-0.231222,1.286238,10.190989,13.619768,1.276953,0.309394,0.887619,0.968744,0.520174,1.175314,0.540616,0.009285,3.428779,0.468906,0.269219
1091,1569,-0.367443,0.206577,-0.001970,0.003327,0.508146,0.861262,-0.000708,0.443045,61.081384,0.068846,1.417497,0.001839,0.003404,-0.476717,0.879048,-0.000769,0.443370,-56.942915,159,128,12,-0.203674,1.270902,9.104754,12.696829,1.276953,0.287700,0.869318,0.978605,0.501875,1.185182,0.491374,0.006051,3.592075,0.433029,0.232315
1092,1570,-0.367441,0.206587,-0.001968,0.003328,0.507747,0.861498,-0.000707,0.443051,61.028231,0.091706,1.382391,0.001834,0.003398,-0.476680,0.879069,-0.000882,0.442481,-56.938015,171,124,13,-0.167846,1.251063,7.641312,11.689987,1.230024,0.254502,0.818450,0.952822,0.451009,1.159409,0.422348,0.021039,4.048675,0.359303,0.222982
1093,1571,-0.367439,0.206592,-0.001968,0.003328,0.507530,0.861626,-0.000707,0.443054,60.999358,0.104129,1.363308,0.001835,0.003403,-0.476703,0.879056,-0.001002,0.443056,-56.941106,182,122,11,-0.148358,1.240306,6.820986,10.767048,1.207989,0.229716,0.786570,0.945154,0.419131,1.151746,0.378074,0.032317,3.946062,0.315002,0.211562
1094,1572,-0.367438,0.206596,-0.001967,0.003329,0.507367,0.861721,-0.000707,0.443056,60.977745,0.113425,1.349023,0.001840,0.003411,-0.476737,0.879038,-0.001003,0.444107,-56.945457,195,121,13,-0.133766,1.232264,6.195370,9.676302,1.197306,0.204150,0.759387,0.947919,0.391949,1.154515,0.337916,0.034958,3.480932,0.278524,0.194508
1095,1573,-0.367437,0.206601,-0.001966,0.003329,0.507173,0.861835,-0.000707,0.443059,60.951958,0.124457,1.332055,0.001838,0.003402,-0.476661,0.879079,-0.000705,0.443144,-56.935593,202,123,14,-0.116436,1.222722,5.439696,9.088977,1.218893,0.194995,0.762292,0.970894,0.394855,1.177495,0.311431,0.003829,3.649281,0.270398,0.154560
1096,1574,-0.367436,0.206605,-0.001966,0.003330,0.506993,0.861941,-0.000707,0.443062,60.928041,0.134645,1.316421,0.001838,0.003407,-0.476614,0.879104,-0.000901,0.443608,-56.929407,210,122,11,-0.100444,1.213955,4.729953,8.417749,1.207989,0.178763,0.743212,0.968933,0.375776,1.175538,0.279207,0.005966,3.687796,0.241131,0.140883
1097,1575,-0.367435,0.206610,-0.001965,0.003330,0.506801,0.862054,-0.000707,0.443064,60.902485,0.145542,1.299692,0.001834,0.003399,-0.476584,0.879120,-0.000895,0.442577,-56.925555,219,119,11,-0.083327,1.204587,3.957124,7.662617,1.176575,0.158297,0.710485,0.951103,0.343050,1.157713,0.241624,0.028012,3.705493,0.197508,0.141979
1098,1576,-0.367433,0.206618,-0.001964,0.003331,0.506490,0.862237,-0.000706,0.443069,60.861182,0.163159,1.272644,0.001836,0.003406,-0.476616,0.879103,-0.001063,0.443408,-56.929734,233,118,13,-0.055635,1.189472,2.677959,6.487968,1.166514,0.132659,0.683878,0.954288,0.316445,1.160906,0.188294,0.022958,3.810009,0.153286,0.111738
1099,1577,-0.367431,0.206623,-0.001963,0.003331,0.506300,0.862349,-0.000706,0.443072,60.835830,0.173959,1.256053,0.001841,0.003412,-0.476643,0.879089,-0.000962,0.444264,-56.933170,247,116,13,-0.038645,1.180217,1.875433,5.313318,1.146972,0.106670,0.652083,0.949585,0.284652,1.156208,0.145315,0.033245,3.437885,0.110693,0.099845
1100,1578,-0.367429,0.206632,-0.001962,0.003332,0.505939,0.862561,-0.000706,0.443077,60.787895,0.194220,1.224946,0.001837,0.003406,-0.476508,0.879162,-0.000954,0.443410,-56.915648,259,115,14,-0.006764,1.162913,0.333263,4.306475,1.137479,0.085657,0.629903,0.951009,0.262474,1.157641,0.092421,0.025434,3.973212,0.068254,0.067305
1101,1579,-0.367428,0.206635,-0.001961,0.003332,0.505805,0.862639,-0.000706,0.443079,60.770162,0.201716,1.213444,0.001834,0.003399,-0.476489,0.879172,-0.000895,0.442602,-56.913172,268,113,12,0.005035,1.156531,-0.249417,3.551344,1.119019,0.069449,0.607039,0.942620,0.239611,1.149255,0.064414,0.037512,3.800761,0.037895,0.064189
1102,1580,-0.367427,0.206639,-0.001961,0.003333,0.505667,0.862720,-0.000706,0.443081,60.751761,0.209495,1.201506,0.001833,0.003399,-0.476490,0.879171,-0.000890,0.442496,-56.913279,283,115,14,0.017284,1.149913,-0.861147,2.292791,1.137479,0.045543,0.595502,0.970211,0.228075,1.176850,0.028259,0.012434,3.153938,0.018580,0.024656
1103,1581,-0.367424,0.206649,-0.001959,0.003334,0.505262,0.862957,-0.000705,0.443088,60.698049,0.232189,1.166665,0.001840,0.003411,-0.476544,0.879142,-0.000911,0.444122,-56.920383,293,110,13,0.053051,1.130642,-2.686391,1.453755,1.092562,0.027727,0.558893,0.939201,0.191469,1.145850,0.025324,0.038080,4.140146,0.040720,0.020815
1104,1582,-0.367423,0.206654,-0.001958,0.003334,0.505082,0.863063,-0.000705,0.443091,60.674044,0.242235,1.151242,0.001841,0.003412,-0.476469,0.879183,-0.000798,0.444249,-56.910509,305,110,11,0.068891,1.122133,-3.513137,0.446913,1.092562,0.008522,0.542542,0.948373,0.175119,1.155027,0.060369,0.029571,3.960050,0.067116,0.003785
1105,1583,-0.367421,0.206660,-0.001957,0.003335,0.504844,0.863202,-0.000706,0.443093,60.642503,0.255451,1.130972,0.001834,0.003401,-0.476423,0.879208,-0.000925,0.442817,-56.904592,319,108,13,0.089731,1.110977,-4.617601,-0.727737,1.075682,-0.013663,0.515452,0.944239,0.148031,1.150899,0.103394,0.035295,3.889864,0.107420,0.019927
1106,1584,-0.367419,0.206666,-0.001957,0.003335,0.504603,0.863343,-0.000708,0.443094,60.610552,0.268830,1.110451,0.001833,0.003400,-0.476424,0.879207,-0.000916,0.442609,-56.904739,336,113,10,0.110840,1.099707,-5.755435,-2.154097,1.119019,-0.042091,0.512478,0.995662,0.145059,1.202328,0.152931,0.019312,3.601338,0.123771,0.091877
1107,1585,-0.367417,0.206673,-0.001955,0.003336,0.504318,0.863510,-0.000709,0.443096,60.572622,0.284698,1.086100,0.001839,0.003412,-0.476476,0.879179,-0.000990,0.444215,-56.911417,347,104,14,0.135898,1.086360,-7.130393,-3.077036,1.043561,-0.056098,0.463862,0.936482,0.096445,1.143155,0.191996,0.042799,4.053357,0.188253,0.057055
1108,1586,-0.367415,0.206680,-0.001954,0.003336,0.504058,0.863661,-0.000710,0.443099,60.538189,0.298981,1.064175,0.001842,0.003413,-0.476371,0.879236,-0.000723,0.444396,-56.897835,366,107,9,0.158467,1.074369,-8.390494,-4.671203,1.067455,-0.087221,0.449079,0.972314,0.081664,1.178994,0.245688,0.006914,3.719291,0.217317,0.114819
1109,1587,-0.367413,0.206685,-0.001954,0.003337,0.503855,0.863780,-0.000710,0.443101,60.511235,0.310157,1.047044,0.001834,0.003403,-0.476334,0.879256,-0.000953,0.443036,-56.892926,374,101,13,0.176123,1.065028,-9.389994,-5.342432,1.020754,-0.095455,0.419380,0.935505,0.051967,1.142190,0.271578,0.044274,4.047562,0.258190,0.095146
1110,1588,-0.367411,0.206693,-0.001953,0.003338,0.503564,0.863949,-0.000711,0.443104,60.472675,0.326133,1.022550,0.001833,0.003400,-0.476332,0.879257,-0.000926,0.442660,-56.892689,391,104,16,0.201381,1.051699,-10.839884,-6.768792,1.043561,-0.123861,0.406533,0.969067,0.039122,1.175760,0.325242,0.008138,4.071092,0.287011,0.153210
1111,1589,-0.367409,0.206701,-0.001951,0.003338,0.503253,0.864131,-0.000711,0.443107,60.431362,0.343236,0.996313,0.001840,0.003413,-0.476382,0.879230,-0.000971,0.444280,-56.899251,407,101,16,0.228448,1.037456,-12.418342,-8.111248,1.020754,-0.145479,0.377174,0.959605,0.009765,1.166306,0.373927,0.016702,4.307094,0.333471,0.169993
1112,1590,-0.367407,0.206706,-0.001951,0.003339,0.503048,0.864250,-0.000712,0.443110,60.404186,0.354383,0.979210,0.001840,0.003410,-0.476276,0.879287,-0.000728,0.443958,-56.885373,419,102,15,0.246096,1.028193,-13.460403,-9.118091,1.028243,-0.165031,0.364327,0.975594,-0.003080,1.182300,0.411127,0.000050,4.342312,0.357463,0.203090
1113,1591,-0.367405,0.206712,-0.001950,0.003339,0.502835,0.864374,-0.000712,0.443112,60.375959,0.365971,0.961455,0.001834,0.003404,-0.476240,0.879307,-0.000964,0.443132,-56.880744,436,97,17,0.264440,1.018601,-14.553340,-10.544451,0.991831,-0.184621,0.329780,0.953446,-0.037625,1.160158,0.449061,0.026770,4.008889,0.403596,0.198703
1114,1592,-0.367403,0.206718,-0.001949,0.003340,0.502606,0.864507,-0.000712,0.443114,60.345673,0.378395,0.942416,0.001832,0.003399,-0.476228,0.879313,-0.000886,0.442471,-56.879123,451,96,18,0.284120,1.008336,-15.736277,-11.803004,0.984839,-0.205797,0.308421,0.957672,-0.058982,1.164390,0.489917,0.023497,3.933273,0.437377,0.221974
1115,1593,-0.367400,0.206728,-0.001947,0.003341,0.502208,0.864738,-0.000714,0.443117,60.292905,0.400017,0.909267,0.001839,0.003413,-0.476286,0.879282,-0.000966,0.444274,-56.886751,470,95,18,0.318401,0.990510,-17.820072,-13.397171,0.977934,-0.232926,0.282319,0.964834,-0.085081,1.171562,0.551327,0.012576,4.422901,0.485098,0.262295
1116,1594,-0.367397,0.206736,-0.001946,0.003341,0.501912,0.864910,-0.000716,0.443120,60.253677,0.415941,0.884858,0.001838,0.003409,-0.476176,0.879341,-0.000867,0.443820,-56.872420,489,95,16,0.343661,0.977428,-19.371511,-14.991339,0.977934,-0.261878,0.257842,0.979006,-0.109555,1.185742,0.605539,0.000506,4.380172,0.525496,0.300884
