,my_x,my_y,enemy_x,enemy_y,circle_x,circle_y,circle_r
1972,0.070912,0.619008,0.004798,1.300854,529,42,11
1973,0.061772,0.643657,0.004801,1.300854,532,37,19
1974,0.058197,0.655779,0.004803,1.300855,510,30,28
1975,0.055914,0.666522,0.004805,1.300855,473,37,22
1976,0.054354,0.677344,0.004808,1.300856,433,2,21
1977,0.053704,0.683668,0.004810,1.300856,353,30,24
1978,0.053167,0.690493,0.004812,1.300857,341,21,6
1979,0.052796,0.696225,0.004815,1.300858,322,24,24
1980,0.052545,0.699819,0.004818,1.300858,317,28,23
1981,0.052458,0.700926,0.004819,1.300859,308,20,29
1982,0.052424,0.701512,0.004822,1.300859,321,23,26
1983,0.052420,0.702058,0.004825,1.300860,281,26,21
1984,0.052425,0.702252,0.004826,1.300860,240,18,11
1985,0.052432,0.702406,0.004828,1.300861,193,21,25
1986,0.052515,0.702940,0.004831,1.300862,159,11,8
1987,0.052598,0.703322,0.004833,1.300862,114,12,29
1988,0.052764,0.703909,0.004836,1.300863,59,6,30
1989,0.052896,0.704285,0.004838,1.300863,16,12,20
1997,0.052088,0.702078,0.004858,1.300868,20,10,19
1998,0.052019,0.701666,0.004860,1.300869,84,12,27
1999,0.051962,0.701203,0.004862,1.300869,167,1,35
2000,0.051946,0.700789,0.004865,1.300870,177,20,19
2001,0.051956,0.700333,0.004868,1.300871,217,19,29
2002,0.051979,0.700001,0.004869,1.300871,253,21,28
2003,0.052055,0.699412,0.004872,1.300872,298,21,27
2004,0.052143,0.698971,0.004875,1.300872,343,21,27
2005,0.052242,0.698578,0.004877,1.300873,394,27,18
2006,0.052423,0.698012,0.004880,1.300874,418,22,26
2007,0.052621,0.697505,0.004882,1.300874,484,17,21
2008,0.052891,0.696903,0.004884,1.300875,503,18,21
2009,0.053183,0.696309,0.004886,1.300875,569,10,29
2010,0.053676,0.695409,0.004889,1.300876,602,15,21
2011,0.053924,0.695025,0.004891,1.300876,636,10,21
2015,0.051990,0.698446,0.004901,1.300879,609,14,19
2016,0.051647,0.699314,0.004903,1.300879,586,13,23
2017,0.051449,0.699883,0.004905,1.300880,515,14,28
2018,0.051246,0.700603,0.004908,1.300881,470,19,21
2019,0.051115,0.701230,0.004911,1.300881,469,12,33
2020,0.051029,0.701824,0.004913,1.300882,467,16,30
2021,0.050981,0.702358,0.004915,1.300882,353,20,27
2022,0.050958,0.702869,0.004917,1.300883,306,19,28
2023,0.050961,0.703256,0.004920,1.300883,267,22,24
2024,0.050983,0.703633,0.004922,1.300884,224,22,25
2025,0.051048,0.704116,0.004925,1.300885,219,13,22
2026,0.051157,0.704665,0.004928,1.300885,126,10,20
2027,0.051251,0.705031,0.004929,1.300886,88,12,8
2028,0.051376,0.705434,0.004932,1.300886,43,6,29
2029,0.051534,0.705863,0.004934,1.300887,27,14,11
2036,0.050836,0.704152,0.004950,1.300891,4,6,20
2037,0.050685,0.703463,0.004953,1.300892,55,1,35
2038,0.050616,0.703010,0.004955,1.300892,81,9,28
2039,0.050558,0.702372,0.004958,1.300893,122,15,21
2040,0.050547,0.702018,0.004961,1.300893,178,22,22
2041,0.050563,0.701649,0.004963,1.300894,214,16,20
2042,0.050601,0.701197,0.004965,1.300895,273,20,27
2043,0.050662,0.700778,0.004967,1.300895,322,29,18
2044,0.050769,0.700254,0.004970,1.300896,351,21,29
2045,0.050881,0.699839,0.004972,1.300896,402,20,27
2046,0.051060,0.699304,0.004975,1.300897,429,20,27
2047,0.051284,0.698740,0.004978,1.300898,484,13,30
2048,0.051749,0.697732,0.004980,1.300898,523,11,29
2049,0.052119,0.697024,0.004982,1.300899,578,12,24
2050,0.051774,0.697664,0.004984,1.300899,622,12,23
2051,0.051076,0.699003,0.004986,1.300900,638,9,21
2052,0.050283,0.700685,0.004989,1.300900,620,9,23
2053,0.049593,0.702349,0.004992,1.300901,607,15,20
2054,0.049222,0.703362,0.004994,1.300902,547,9,31
2055,0.049019,0.703998,0.004996,1.300902,516,12,28
2056,0.048864,0.704615,0.004999,1.300903,464,12,30
2057,0.048755,0.705193,0.005001,1.300903,458,16,30
2058,0.048674,0.705800,0.005004,1.300904,385,19,7
2059,0.048632,0.706428,0.005007,1.300905,345,19,27
2060,0.048629,0.706755,0.005008,1.300905,311,19,27
2061,0.048651,0.707324,0.005011,1.300906,244,23,25
2062,0.048702,0.707824,0.005013,1.300906,216,18,16
2063,0.048774,0.708274,0.005015,1.300907,161,11,30
2064,0.048867,0.708710,0.005018,1.300908,134,11,28
2065,0.049008,0.709221,0.005020,1.300908,87,19,16
2066,0.049145,0.709627,0.005022,1.300909,42,8,25
2071,0.048706,0.708438,0.005034,1.300912,3,9,15
2072,0.048568,0.707844,0.005037,1.300912,37,9,19
2073,0.048468,0.707231,0.005039,1.300913,70,10,24
2074,0.048417,0.706719,0.005042,1.300913,130,11,28
2075,0.048395,0.706092,0.005045,1.300914,192,21,22
2076,0.048412,0.705446,0.005047,1.300915,210,18,18
2077,0.048453,0.705011,0.005049,1.300915,266,20,26
2078,0.048517,0.704590,0.005051,1.300916,317,29,19
2079,0.048619,0.704107,0.005054,1.300917,310,26,22
2080,0.048739,0.703673,0.005056,1.300917,446,13,28
2081,0.048860,0.703306,0.005058,1.300918,443,20,11
2082,0.049010,0.702915,0.005060,1.300918,488,24,18
2083,0.049000,0.702936,0.005063,1.300919,521,23,18
2084,0.048169,0.704800,0.005065,1.300919,586,16,20
2085,0.047358,0.706743,0.005068,1.300920,580,2,32
2086,0.047007,0.707675,0.005070,1.300921,551,13,24
2087,0.046793,0.708361,0.005073,1.300921,512,10,30
2088,0.046660,0.708893,0.005075,1.300922,483,9,31
2089,0.046565,0.709387,0.005077,1.300922,417,17,27
2090,0.046486,0.710008,0.005080,1.300923,372,26,21
2091,0.046456,0.710449,0.005083,1.300924,326,27,19
2092,0.046449,0.710907,0.005085,1.300924,293,14,14
2093,0.046467,0.711402,0.005087,1.300925,257,24,22
2094,0.046530,0.712006,0.005090,1.300926,224,16,28
2095,0.046593,0.712397,0.005092,1.300926,164,14,27
2096,0.046675,0.712785,0.005094,1.300926,125,9,31
2097,0.046835,0.713366,0.005097,1.300927,63,10,24
2098,0.046955,0.713723,0.005099,1.300928,33,2,29
2099,0.047214,0.714354,0.005102,1.300928,6,8,17
